Category,Vendor,Phone,Address,City,Province,Postal,username,email,type,contact,position,logo,subdomain
Burgers,Little George’s,(250) 754-3271,398C Bruce Avenue,Nanaimo,BC,V9R3Y1,,,,,,,
Burgers,Burger King Restaurant,(250) 754-7124,1150 Terminal Avenue N,Nanaimo,BC,V9S5L6,,,,,,,
Burgers,The Pantry Restaurant,(778) 441-4455,648 Terminal Avenue Ste 101,Nanaimo,BC,V9R5E2,,,,,,,
Burgers,Cassidy Country Kitchen,(250) 924-2500,2930 Trans Canada Hwy,Nanaimo,BC,V9X1T2,,,,,,,
Burgers,Wendy’s,(250) 758-2000,2980 Island Hwy,Nanaimo,BC,V9T5V4,,,,,,,
Burgers,Cactus Club Cafe,(250) 729-0011,5800 Turner Rd,Nanaimo,BC,V9T6J4,,,,,,,
Burgers,Felice Cafe,(250) 585-8882,4176 A Departure Bay Road,Nanaimo,BC,V9T4B7,,,,,,,
Burgers,Simonholt Restaurant,(250) 933-3338,6582 Applecross Road,Nanaimo,BC,V9V0A4,,,,,,,
Burgers,The View Oceanside Grill,(778) 441-4229,70 Church Street,Nanaimo,BC,V9R5H4,,,,,,,
Burgers,Meat Craft Island Butchery,(250) 933-2257,6461 Metral Dr,Nanaimo,BC,V9T2L9,,,,,,,
Burgers,A&W,(250) 756-4076,701-5800 Turner Road,Nanaimo,BC,V9T6J4,,,,,,,
Burgers,Van Isle Poutinerie,(250) 802-4687,,,,,,,
Burgers,McDonald’s,(250) 754-6236,1835 Bowen Road,Nanaimo,BC,V9S1H1,,,,,,,
Burgers,Alice’s Restaurant,(250) 753-9334,728 Nicol Street,Nanaimo,BC,V9R4V1,,,,,,,
Burgers,Lighthouse Bistro & Pub,(250) 754-3212,50 Anchor Way,Nanaimo,BC,V9R7B5,,,,,,,
Burgers,The Quarterway Pub,(250) 754-2733,1431 Bowen Road,Nanaimo,BC,V9S1G4,,,,,,,
Burgers,A&W,(250) 753-9960,60 Victoria Cresent,Nanaimo,BC,V9R5B8,,,,,,,
Burgers,Smitty’s,(250) 716-8887,"117, 50 - 10 Street",Nanaimo,BC,V9R6L1,,,,,,,
Burgers,The Old City Station Pub,(250) 716-0030,150 Skinner Street,Nanaimo,BC,V9R7A6,,,,,,,
Burgers,Sea Drift Fish Market,(250) 754-4913,1533 Estevan Road,Nanaimo,BC,V9S3Y3,,,,,,,
Burgers,GYPSYtrunk Vegan Food Cart & Catering,(604) 340-6015,,,,,,,
Burgers,DQ Grill & Chill Restaurant,(250) 390-1595,6888 Island Highway,Nanaimo,BC,V9V1P6,,,,,,,
Burgers,DQ Grill & Chill Restaurant,(250) 754-6921,280 Nicol St,Nanaimo,BC,V9R4T2,,,,,,,
Burgers,Dairy Queen Grill & Chill,(250) 756-0381,3190 Island Highway N Hwy,Nanaimo,BC,V9T1W1,,,,,,,
Burgers,Dairy Queen/Orange Julius Treat Ctr,(250) 390-2064,6631 Island Hwy N Woodgrove Centre Unit F1 Woodgrove Centre,Nanaimo,BC,V9T4T7,,,,,,,
Burgers,Milano’s Ristorante,(250) 390-5060,6551 Aulds Rd Suite 300,Nanaimo,BC,V9T6K2,,,,,,,
Burgers,McDonald’s,(250) 753-5313,1213 Princess Royal Ave.,Nanaimo,BC,V9S3Z6,,,,,,,
Burgers,Ricky’s All Day Grill,(250) 390-1227,6550 Island Highway,Nanaimo,BC,V9V1K8,,,,,,,
Burgers,A&W,(250) 716-0035,1275 Island Highway South 1,Nanaimo,BC,V9R7A4,,,,,,,
Burgers,McDonald’s,(250) 754-5123,193 Nicol Street,Nanaimo,BC,V9R4T1,,,,,,,
Burgers,A&W,(250) 390-3611,6631 Island Highway North,Nanaimo,BC,V9T4T7,,,,,,,
Burgers,McDonald’s,(250) 758-3422,4725 Rutherford Road,Nanaimo,BC,V9T4K6,,,,,,,
Burgers,Boston Pizza,(250) 751-0090,2-5779 Turner Road,Nanaimo,BC,V9T6L8,,,,,,,
Chinese,Da Tang,,,,,,,
Chinese,Driftwood Chinese Buffet,(250) 585-5386,4711 Rutherford Road,Nanaimo,BC,V9T5S5,,,,,,,
Chinese,Rhythm Restaurant,(250) 591-2288,302-530 5th Street,Nanaimo,BC,V9R1P1,,,,,,,
Chinese,Shanghai City Restaurant,(250) 756-9368,215-2000 Island Highway N,Nanaimo,BC,V9S5W3,,,,,,,
Chinese,Hong Kong House Restaurant,(250) 758-1558,3023 Barons Road,Nanaimo,BC,V9T3Y6,,,,,,,
Chinese,Sun’s Noodlebar,(250) 753-6433,90 50 Tenth Street Unit 80,Nanaimo,BC,V9R6L1,,,,,,,
Chinese,Yang’s Cuisine,(250) 753-8322,642 Fifth Street,Nanaimo,BC,V9R1P9,,,,,,,
Chinese,Saigon Kitchen,(250) 751-0333,2- 5148 Metral Drive,Nanaimo,BC,V9T2K8,,,,,,,
Chinese,Dover Chinese Food,(250) 390-9111,103-6330 Dover Road,Nanaimo,BC,V9V1S4,,,,,,,
Chinese,Mandarin House,,,,,,,
Reservations,Astera’s Greek Taverna,,,,,,,
Reservations,Firehouse Grill,(250) 716-0323,7 Victoria Road,Nanaimo,BC,V9R5H9,,,,,,,
Reservations,Nori Japanese Restaurant,,,,,,,
Reservations,Browns Socialhouse Nanaimo North,,,,,,,
Reservations,Milton Street Public House,,,,,,,
Reservations,La Stella Trattoria,,,,,,,
Reservations,Saigon Kitchen,,,,,,,
Reservations,Cactus Club Cafe,,,,,,,
Reservations,The Bold Knight,(250) 754-6411,1140 Island Highway S,Nanaimo,BC,V9R5R1,,,,,,,
Reservations,The Nest,,,,,,,
Reservations,Little George’s,,,,,,,
Reservations,Tandoori Junction Indian Cuisine,,,,,,,
Reservations,Original Joes,3290 Island Highway,Nanaimo,BC,V9T1W1,,,,,,,
Reservations,Drip Coffee | Social,,,,,,,
Reservations,Carlos O’Bryan’s,(250) 591-3088,1724 Stewart Avenue,Nanaimo,BC,V9S4E6,,,,,,,
Reservations,Da Tang,(250) 585-8128,2220 Bowen Road Suite 1,Nanaimo,BC,V9S1H9,,,,,,,
Reservations,Cassidy Country Kitchen,,,,,,,
Reservations,New York Style Pizza & Pasta,,,,,,,
Reservations,Golden Inn Seafood Restaurant,,,,,,,
Reservations,The Pantry Restaurant,,,,,,,
